Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
184,1420195652.173913,-1.004621506e+02
185,1420200000.000000,-1.003703613e+02
186,1420204347.826087,-1.003049850e+02
187,1420208695.652174,-1.003100433e+02
188,1420213043.478261,-1.003198242e+02
189,1420217391.304348,-1.003924789e+02
190,1420221739.130435,-1.003391418e+02
191,1420226086.956522,-1.002767410e+02
192,1420230434.782609,-1.003436356e+02
193,1420234782.608696,-1.004951630e+02
194,1420239130.434783,-1.002908859e+02
195,1420243478.260870,-1.004463730e+02
196,1420247826.086957,-1.003785934e+02
197,1420252173.913043,-1.004583054e+02
198,1420256521.739130,-1.002936401e+02
199,1420260869.565217,-1.003217087e+02
200,1420265217.391304,-1.003280029e+02
201,1420269565.217391,-1.002700500e+02
202,1420273913.043478,-1.002446594e+02
203,1420278260.869565,-1.002906189e+02
204,1420282608.695652,-1.001854858e+02
205,1420286956.521739,-1.002665329e+02
206,1420291304.347826,-1.003897324e+02
207,1420295652.173913,-1.002577286e+02
208,1420300000.000000,-1.001634293e+02
209,1420304347.826087,-1.001093521e+02
210,1420308695.652174,-1.002294540e+02
211,1420313043.478261,-1.001801376e+02
212,1420317391.304348,-1.002276764e+02
213,1420321739.130435,-1.001135330e+02
214,1420326086.956522,-1.002509995e+02
215,1420330434.782609,-9.995452118e+01
216,1420334782.608696,-9.992692566e+01
217,1420339130.434783,-9.998474884e+01
218,1420343478.260870,-9.988057709e+01
219,1420347826.086957,-9.968845367e+01
220,1420352173.913043,-9.981708527e+01
221,1420356521.739130,-9.986073303e+01
222,1420360869.565217,-9.976978302e+01
223,1420365217.391304,-9.971231079e+01
224,1420369565.217391,-9.969786072e+01
225,1420373913.043478,-9.974129486e+01
226,1420378260.869565,-9.976172638e+01
227,1420382608.695652,-9.955872345e+01
228,1420386956.521739,-9.971301270e+01
229,1420391304.347826,-9.953697205e+01
230,1420395652.173913,-9.969955444e+01
231,1420400000.000000,-9.960848999e+01
232,1420404347.826087,-9.969635010e+01
233,1420408695.652174,-9.970065308e+01
234,1420413043.478261,-9.967044067e+01
235,1420417391.304348,-9.962266541e+01
236,1420421739.130435,-9.973378754e+01
237,1420426086.956522,-9.979972076e+01
238,1420430434.782609,-9.983033752e+01
239,1420434782.608696,-9.967089844e+01
240,1420439130.434783,-9.973310089e+01
241,1420443478.260870,-9.984185791e+01
242,1420447826.086957,-9.979219818e+01
243,1420452173.913043,-9.992068481e+01
244,1420456521.739130,-9.993915558e+01
245,1420460869.565217,-9.988587189e+01
246,1420465217.391304,-9.985255432e+01
247,1420469565.217391,-9.988234711e+01
248,1420473913.043478,-9.991078949e+01
249,1420478260.869565,-1.000323257e+02
250,1420482608.695652,-9.984282684e+01
251,1420486956.521739,-1.000990372e+02
252,1420491304.347826,-1.001316528e+02
253,1420495652.173913,-1.000956421e+02
254,1420500000.000000,-1.001181946e+02
255,1420504347.826087,-1.000790939e+02
256,1420508695.652174,-1.001590958e+02
257,1420513043.478261,-1.000866928e+02
258,1420517391.304348,-1.000557251e+02
259,1420521739.130435,-1.000723801e+02
260,1420526086.956522,-1.000504990e+02
261,1420530434.782609,-1.002147675e+02
262,1420534782.608696,-1.001977921e+02
263,1420539130.434783,-1.000184860e+02
264,1420543478.260870,-1.000070877e+02
265,1420547826.086957,-1.000818481e+02
266,1420552173.913043,-1.002099686e+02
267,1420556521.739130,-1.001804199e+02
268,1420560869.565217,-1.003111954e+02
269,1420565217.391304,-1.002374725e+02
270,1420569565.217391,-1.000869293e+02
271,1420573913.043478,-1.001396179e+02
272,1420578260.869565,-1.003180008e+02
273,1420582608.695652,-1.000070496e+02
274,1420586956.521739,-1.001375504e+02
275,1420591304.347826,-1.001562653e+02
276,1420595652.173913,-1.001432648e+02
277,1420600000.000000,-1.000996628e+02
278,1420604347.826087,-9.996889496e+01
279,1420608695.652174,-1.000835114e+02
280,1420613043.478261,-1.002973709e+02
281,1420617391.304348,-1.002527237e+02
282,1420621739.130435,-1.001747360e+02
283,1420626086.956522,-1.001728668e+02
284,1420630434.782609,-1.001841049e+02
285,1420634782.608696,-1.002436523e+02
286,1420639130.434783,-1.002398300e+02
287,1420643478.260870,-1.002712708e+02
288,1420647826.086957,-1.001471405e+02
289,1420652173.913043,-1.002005539e+02
290,1420656521.739130,-1.003098907e+02
291,1420660869.565217,-1.002041473e+02
292,1420665217.391304,-1.003217545e+02
293,1420669565.217391,-1.003351135e+02
294,1420673913.043478,-1.003237686e+02
295,1420678260.869565,-1.003554077e+02
296,1420682608.695652,-1.003683853e+02
297,1420686956.521739,-1.002715912e+02
298,1420691304.347826,-1.001065750e+02
299,1420695652.173913,-1.001824570e+02
300,1420700000.000000,-1.002315063e+02
301,1420704347.826087,-1.001571045e+02
302,1420708695.652174,-1.001729889e+02
303,1420713043.478261,-1.002538681e+02
304,1420717391.304348,-1.000830460e+02
305,1420721739.130435,-1.001823807e+02
306,1420726086.956522,-1.002275467e+02
307,1420730434.782609,-1.001682434e+02
308,1420734782.608696,-1.001434326e+02
309,1420739130.434783,-1.001821823e+02
310,1420743478.260870,-1.000522842e+02
311,1420747826.086957,-1.001427460e+02
312,1420752173.913043,-1.000787506e+02
313,1420756521.739130,-9.995227051e+01
314,1420760869.565217,-1.000116577e+02
315,1420765217.391304,-1.001581268e+02
316,1420769565.217391,-1.000739441e+02
317,1420773913.043478,-1.000147858e+02
318,1420778260.869565,-9.996719360e+01
319,1420782608.695652,-1.001401825e+02
320,1420786956.521739,-1.000469208e+02
321,1420791304.347826,-9.994776154e+01
322,1420795652.173913,-1.000473785e+02
323,1420800000.000000,-1.001501007e+02
324,1420804347.826087,-1.001829681e+02
325,1420808695.652174,-1.001322174e+02
326,1420813043.478261,-1.001448746e+02
327,1420817391.304348,-1.001671524e+02
328,1420821739.130435,-1.000843887e+02
329,1420826086.956522,-1.001926498e+02
330,1420830434.782609,-1.000811157e+02
331,1420834782.608696,-1.001742020e+02
332,1420839130.434783,-1.002056961e+02
333,1420843478.260870,-1.002186356e+02
334,1420847826.086957,-1.001552277e+02
335,1420852173.913043,-1.001770706e+02
336,1420856521.739130,-1.002079315e+02
337,1420860869.565217,-1.002172928e+02
338,1420865217.391304,-1.002889099e+02
339,1420869565.217391,-1.002386932e+02
340,1420873913.043478,-1.002403259e+02
341,1420878260.869565,-1.001805878e+02
342,1420882608.695652,-1.001968307e+02
343,1420886956.521739,-1.002972412e+02
344,1420891304.347826,-1.002662048e+02
345,1420895652.173913,-1.001406326e+02
346,1420900000.000000,-1.003138733e+02
347,1420904347.826087,-1.003288193e+02
348,1420908695.652174,-1.002205505e+02
349,1420913043.478261,-1.004122620e+02
350,1420917391.304348,-1.001514053e+02
351,1420921739.130435,-1.003814774e+02
352,1420926086.956522,-1.002117920e+02
353,1420930434.782609,-1.002763138e+02
354,1420934782.608696,-1.003702240e+02
355,1420939130.434783,-1.002568588e+02
356,1420943478.260870,-1.002944336e+02
357,1420947826.086957,-1.001546326e+02
358,1420952173.913043,-1.004254532e+02
359,1420956521.739130,-1.002689667e+02
360,1420960869.565217,-1.002546387e+02
361,1420965217.391304,-1.002218704e+02
362,1420969565.217391,-1.003342590e+02
363,1420973913.043478,-1.003563538e+02
364,1420978260.869565,-1.001941757e+02
365,1420982608.695652,-1.003251266e+02
366,1420986956.521739,-1.004554520e+02
367,1420991304.347826,-1.003631287e+02
368,1420995652.173913,-1.003384933e+02
369,1421000000.000000,-1.003743515e+02
370,1421004347.826087,-1.003403854e+02
371,1421008695.652174,-1.002785339e+02
372,1421013043.478261,-1.002798996e+02
373,1421017391.304348,-1.002669830e+02
374,1421021739.130435,-1.004571228e+02
375,1421026086.956522,-1.003248444e+02
376,1421030434.782609,-1.003703156e+02
377,1421034782.608696,-1.001915817e+02
378,1421039130.434783,-1.002526016e+02
379,1421043478.260870,-1.002275925e+02
380,1421047826.086957,-1.003570557e+02
381,1421052173.913043,-1.002700577e+02
382,1421056521.739130,-1.002252121e+02
383,1421060869.565217,-1.003833389e+02
384,1421065217.391304,-1.003660202e+02
385,1421069565.217391,-1.004354706e+02
386,1421073913.043478,-1.002303391e+02
387,1421078260.869565,-1.003683472e+02
388,1421082608.695652,-1.002649307e+02
389,1421086956.521739,-1.003062439e+02
390,1421091304.347826,-1.004016113e+02
391,1421095652.173913,-1.002812958e+02
392,1421100000.000000,-1.003431015e+02
393,1421104347.826087,-1.002960358e+02
394,1421108695.652174,-1.004324799e+02
395,1421113043.478261,-1.002225266e+02
396,1421117391.304348,-1.002236862e+02
397,1421121739.130435,-1.002334747e+02
398,1421126086.956522,-1.002938690e+02
399,1421130434.782609,-1.002472610e+02
400,1421134782.608696,-1.003065338e+02
401,1421139130.434783,-1.001393814e+02
402,1421143478.260870,-1.003346024e+02
403,1421147826.086957,-1.002721100e+02
404,1421152173.913043,-1.002909851e+02
405,1421156521.739130,-1.003711014e+02
406,1421160869.565217,-1.003747787e+02
407,1421165217.391304,-1.000591431e+02
408,1421169565.217391,-1.002128372e+02
409,1421173913.043478,-1.003135071e+02
410,1421178260.869565,-1.002285385e+02
411,1421182608.695652,-1.002636490e+02
412,1421186956.521739,-1.003118896e+02
413,1421191304.347826,-1.002208405e+02
414,1421195652.173913,-1.004184265e+02
415,1421200000.000000,-1.002091599e+02
416,1421204347.826087,-1.003387451e+02
417,1421208695.652174,-1.002829132e+02
418,1421213043.478261,-1.002966690e+02
419,1421217391.304348,-1.003186874e+02
420,1421221739.130435,-1.003581161e+02
421,1421226086.956522,-1.003452606e+02
422,1421230434.782609,-1.002582016e+02
423,1421234782.608696,-1.000951996e+02
424,1421239130.434783,-1.002339401e+02
425,1421243478.260870,-1.001928482e+02
426,1421247826.086957,-1.002466965e+02
427,1421252173.913043,-1.001876144e+02
428,1421256521.739130,-1.000378571e+02
429,1421260869.565217,-1.000440445e+02
430,1421265217.391304,-1.001579971e+02
431,1421269565.217391,-1.001319809e+02
432,1421273913.043478,-1.003455658e+02
433,1421278260.869565,-1.001944351e+02
434,1421282608.695652,-1.001631470e+02
435,1421286956.521739,-1.002727509e+02
436,1421291304.347826,-1.003518372e+02
437,1421295652.173913,-1.002935333e+02
438,1421300000.000000,-1.003198853e+02
439,1421304347.826087,-1.002853622e+02
440,1421308695.652174,-1.003089676e+02
441,1421313043.478261,-1.003012161e+02
442,1421317391.304348,-1.002598419e+02
443,1421321739.130435,-1.001461182e+02
444,1421326086.956522,-1.002539444e+02
445,1421330434.782609,-1.001822815e+02
446,1421334782.608696,-1.001674271e+02
447,1421339130.434783,-1.002460556e+02
448,1421343478.260870,-1.003616562e+02
449,1421347826.086957,-1.001454163e+02
450,1421352173.913043,-1.002037277e+02
451,1421356521.739130,-1.002563934e+02
452,1421360869.565217,-1.002223282e+02
453,1421365217.391304,-1.003256073e+02
454,1421369565.217391,-1.002371902e+02
455,1421373913.043478,-1.002188644e+02
456,1421378260.869565,-1.002018509e+02
457,1421382608.695652,-1.003133774e+02
458,1421386956.521739,-1.002133408e+02
459,1421391304.347826,-1.002613220e+02
460,1421395652.173913,-1.002219009e+02
461,1421400000.000000,-1.002703094e+02
