Title:,Trace 1
Model:,N9320B
Serial Number:,CN03230304
184,1420195652.173913,-9.932310486e+01
185,1420200000.000000,-9.933118439e+01
186,1420204347.826087,-9.914823151e+01
187,1420208695.652174,-9.922426605e+01
188,1420213043.478261,-9.935377502e+01
189,1420217391.304348,-9.942324829e+01
190,1420221739.130435,-9.922830200e+01
191,1420226086.956522,-9.934403992e+01
192,1420230434.782609,-9.932777405e+01
193,1420234782.608696,-9.928865051e+01
194,1420239130.434783,-9.923566437e+01
195,1420243478.260870,-9.917724609e+01
196,1420247826.086957,-9.916621399e+01
197,1420252173.913043,-9.926955414e+01
198,1420256521.739130,-9.927979279e+01
199,1420260869.565217,-9.921623230e+01
200,1420265217.391304,-9.934375763e+01
201,1420269565.217391,-9.935367584e+01
202,1420273913.043478,-9.925240326e+01
203,1420278260.869565,-9.910338593e+01
204,1420282608.695652,-9.914508820e+01
205,1420286956.521739,-9.934770203e+01
206,1420291304.347826,-9.917347717e+01
207,1420295652.173913,-9.912619019e+01
208,1420300000.000000,-9.916499329e+01
209,1420304347.826087,-9.915239716e+01
210,1420308695.652174,-9.902328491e+01
211,1420313043.478261,-9.887438965e+01
212,1420317391.304348,-9.910972595e+01
213,1420321739.130435,-9.896929169e+01
214,1420326086.956522,-9.894077301e+01
215,1420330434.782609,-9.879859161e+01
216,1420334782.608696,-9.895712280e+01
217,1420339130.434783,-9.890058136e+01
218,1420343478.260870,-9.892913055e+01
219,1420347826.086957,-9.878640747e+01
220,1420352173.913043,-9.894947815e+01
221,1420356521.739130,-9.885047150e+01
222,1420360869.565217,-9.884989166e+01
223,1420365217.391304,-9.890325165e+01
224,1420369565.217391,-9.870233154e+01
225,1420373913.043478,-9.876851654e+01
226,1420378260.869565,-9.872411346e+01
227,1420382608.695652,-9.874880219e+01
228,1420386956.521739,-9.862437439e+01
229,1420391304.347826,-9.879484558e+01
230,1420395652.173913,-9.875427246e+01
231,1420400000.000000,-9.869510651e+01
232,1420404347.826087,-9.870807648e+01
233,1420408695.652174,-9.878331757e+01
234,1420413043.478261,-9.879064941e+01
235,1420417391.304348,-9.883093262e+01
236,1420421739.130435,-9.887648010e+01
237,1420426086.956522,-9.895717621e+01
238,1420430434.782609,-9.886717224e+01
239,1420434782.608696,-9.865747833e+01
240,1420439130.434783,-9.871689606e+01
241,1420443478.260870,-9.874334717e+01
242,1420447826.086957,-9.870945740e+01
243,1420452173.913043,-9.878215027e+01
244,1420456521.739130,-9.883685303e+01
245,1420460869.565217,-9.890525818e+01
246,1420465217.391304,-9.894145203e+01
247,1420469565.217391,-9.897226715e+01
248,1420473913.043478,-9.887160492e+01
249,1420478260.869565,-9.892198944e+01
250,1420482608.695652,-9.897250366e+01
251,1420486956.521739,-9.870140076e+01
252,1420491304.347826,-9.892005920e+01
253,1420495652.173913,-9.901163483e+01
254,1420500000.000000,-9.901227570e+01
255,1420504347.826087,-9.897257233e+01
256,1420508695.652174,-9.897251129e+01
257,1420513043.478261,-9.902282715e+01
258,1420517391.304348,-9.900502014e+01
259,1420521739.130435,-9.901101685e+01
260,1420526086.956522,-9.894605255e+01
261,1420530434.782609,-9.897270966e+01
262,1420534782.608696,-9.903396606e+01
263,1420539130.434783,-9.902838135e+01
264,1420543478.260870,-9.918143463e+01
265,1420547826.086957,-9.922129059e+01
266,1420552173.913043,-9.903730011e+01
267,1420556521.739130,-9.920172119e+01
268,1420560869.565217,-9.912867737e+01
269,1420565217.391304,-9.909560394e+01
270,1420569565.217391,-9.900752258e+01
271,1420573913.043478,-9.905838013e+01
272,1420578260.869565,-9.906773376e+01
273,1420582608.695652,-9.901744843e+01
274,1420586956.521739,-9.894433594e+01
275,1420591304.347826,-9.912692261e+01
276,1420595652.173913,-9.921709442e+01
277,1420600000.000000,-9.927639008e+01
278,1420604347.826087,-9.916635895e+01
279,1420608695.652174,-9.902610016e+01
280,1420613043.478261,-9.912188721e+01
281,1420617391.304348,-9.910533905e+01
282,1420621739.130435,-9.924416351e+01
283,1420626086.956522,-9.906841278e+01
284,1420630434.782609,-9.911867523e+01
285,1420634782.608696,-9.924160004e+01
286,1420639130.434783,-9.918455505e+01
287,1420643478.260870,-9.901860809e+01
288,1420647826.086957,-9.899138641e+01
289,1420652173.913043,-9.908348846e+01
290,1420656521.739130,-9.912837219e+01
291,1420660869.565217,-9.912413025e+01
292,1420665217.391304,-9.898455048e+01
293,1420669565.217391,-9.895117950e+01
294,1420673913.043478,-9.906219482e+01
295,1420678260.869565,-9.923969269e+01
296,1420682608.695652,-9.910893250e+01
297,1420686956.521739,-9.909535980e+01
298,1420691304.347826,-9.918791199e+01
299,1420695652.173913,-9.915685272e+01
300,1420700000.000000,-9.898839569e+01
301,1420704347.826087,-9.916167450e+01
302,1420708695.652174,-9.905938721e+01
303,1420713043.478261,-9.917601013e+01
304,1420717391.304348,-9.898250580e+01
305,1420721739.130435,-9.909322357e+01
306,1420726086.956522,-9.915187073e+01
307,1420730434.782609,-9.920902252e+01
308,1420734782.608696,-9.918000793e+01
309,1420739130.434783,-9.900188446e+01
310,1420743478.260870,-9.897254944e+01
311,1420747826.086957,-9.905381012e+01
312,1420752173.913043,-9.909809875e+01
313,1420756521.739130,-9.920373535e+01
314,1420760869.565217,-9.908283234e+01
315,1420765217.391304,-9.901661682e+01
316,1420769565.217391,-9.892958832e+01
317,1420773913.043478,-9.904898071e+01
318,1420778260.869565,-9.902318573e+01
319,1420782608.695652,-9.907403564e+01
320,1420786956.521739,-9.909931946e+01
321,1420791304.347826,-9.897809601e+01
322,1420795652.173913,-9.913933563e+01
323,1420800000.000000,-9.921641541e+01
324,1420804347.826087,-9.918064117e+01
325,1420808695.652174,-9.908700562e+01
326,1420813043.478261,-9.910113525e+01
327,1420817391.304348,-9.911614990e+01
328,1420821739.130435,-9.922974396e+01
329,1420826086.956522,-9.918568420e+01
330,1420830434.782609,-9.911550140e+01
331,1420834782.608696,-9.923252869e+01
332,1420839130.434783,-9.923220825e+01
333,1420843478.260870,-9.916536713e+01
334,1420847826.086957,-9.909007263e+01
335,1420852173.913043,-9.934813690e+01
336,1420856521.739130,-9.906738281e+01
337,1420860869.565217,-9.914259338e+01
338,1420865217.391304,-9.909080505e+01
339,1420869565.217391,-9.912052917e+01
340,1420873913.043478,-9.910647583e+01
341,1420878260.869565,-9.903121948e+01
342,1420882608.695652,-9.914061737e+01
343,1420886956.521739,-9.919048309e+01
344,1420891304.347826,-9.920270538e+01
345,1420895652.173913,-9.923589325e+01
346,1420900000.000000,-9.914147186e+01
347,1420904347.826087,-9.914823151e+01
348,1420908695.652174,-9.916271973e+01
349,1420913043.478261,-9.911301422e+01
350,1420917391.304348,-9.905142212e+01
351,1420921739.130435,-9.919995117e+01
352,1420926086.956522,-9.936159515e+01
353,1420930434.782609,-9.928964233e+01
354,1420934782.608696,-9.918692017e+01
355,1420939130.434783,-9.934248352e+01
356,1420943478.260870,-9.928727722e+01
357,1420947826.086957,-9.934302521e+01
358,1420952173.913043,-9.932379150e+01
359,1420956521.739130,-9.937535095e+01
360,1420960869.565217,-9.925933838e+01
361,1420965217.391304,-9.923358154e+01
362,1420969565.217391,-9.920462036e+01
363,1420973913.043478,-9.918262482e+01
364,1420978260.869565,-9.928150177e+01
365,1420982608.695652,-9.936814117e+01
366,1420986956.521739,-9.930986786e+01
367,1420991304.347826,-9.918297577e+01
368,1420995652.173913,-9.928682709e+01
369,1421000000.000000,-9.940364838e+01
370,1421004347.826087,-9.952850342e+01
371,1421008695.652174,-9.935618591e+01
372,1421013043.478261,-9.939757538e+01
373,1421017391.304348,-9.942256927e+01
374,1421021739.130435,-9.937966919e+01
375,1421026086.956522,-9.938188171e+01
376,1421030434.782609,-9.946035004e+01
377,1421034782.608696,-9.939947510e+01
378,1421039130.434783,-9.921821594e+01
379,1421043478.260870,-9.928543091e+01
380,1421047826.086957,-9.934938812e+01
381,1421052173.913043,-9.932370758e+01
382,1421056521.739130,-9.920579529e+01
383,1421060869.565217,-9.930160522e+01
384,1421065217.391304,-9.933712769e+01
385,1421069565.217391,-9.940914154e+01
386,1421073913.043478,-9.937080383e+01
387,1421078260.869565,-9.937075043e+01
388,1421082608.695652,-9.924635315e+01
389,1421086956.521739,-9.935425568e+01
390,1421091304.347826,-9.934120941e+01
391,1421095652.173913,-9.921055603e+01
392,1421100000.000000,-9.938162231e+01
393,1421104347.826087,-9.941297913e+01
394,1421108695.652174,-9.949697113e+01
395,1421113043.478261,-9.935353851e+01
396,1421117391.304348,-9.930586243e+01
397,1421121739.130435,-9.927380371e+01
398,1421126086.956522,-9.912895966e+01
399,1421130434.782609,-9.921973419e+01
400,1421134782.608696,-9.926679993e+01
401,1421139130.434783,-9.925438690e+01
402,1421143478.260870,-9.924034882e+01
403,1421147826.086957,-9.932927704e+01
404,1421152173.913043,-9.926737213e+01
405,1421156521.739130,-9.928388214e+01
406,1421160869.565217,-9.929087067e+01
407,1421165217.391304,-9.923092651e+01
408,1421169565.217391,-9.922605896e+01
409,1421173913.043478,-9.931250000e+01
410,1421178260.869565,-9.933911896e+01
411,1421182608.695652,-9.933786774e+01
412,1421186956.521739,-9.939378357e+01
413,1421191304.347826,-9.928972626e+01
414,1421195652.173913,-9.941831970e+01
415,1421200000.000000,-9.939853668e+01
416,1421204347.826087,-9.914588928e+01
417,1421208695.652174,-9.917682648e+01
418,1421213043.478261,-9.930062866e+01
419,1421217391.304348,-9.925942993e+01
420,1421221739.130435,-9.935108185e+01
421,1421226086.956522,-9.924962616e+01
422,1421230434.782609,-9.915689850e+01
423,1421234782.608696,-9.924260712e+01
424,1421239130.434783,-9.939159393e+01
425,1421243478.260870,-9.930078125e+01
426,1421247826.086957,-9.932100677e+01
427,1421252173.913043,-9.939008331e+01
428,1421256521.739130,-9.928389740e+01
429,1421260869.565217,-9.927263641e+01
430,1421265217.391304,-9.929067230e+01
431,1421269565.217391,-9.917103577e+01
432,1421273913.043478,-9.916158295e+01
433,1421278260.869565,-9.927729034e+01
434,1421282608.695652,-9.908453369e+01
435,1421286956.521739,-9.916001129e+01
436,1421291304.347826,-9.918923187e+01
437,1421295652.173913,-9.911489105e+01
438,1421300000.000000,-9.922532654e+01
439,1421304347.826087,-9.921741486e+01
440,1421308695.652174,-9.922628784e+01
441,1421313043.478261,-9.935623932e+01
442,1421317391.304348,-9.925246429e+01
443,1421321739.130435,-9.924542999e+01
444,1421326086.956522,-9.941838837e+01
445,1421330434.782609,-9.935543823e+01
446,1421334782.608696,-9.931085968e+01
447,1421339130.434783,-9.935270691e+01
448,1421343478.260870,-9.931947327e+01
449,1421347826.086957,-9.932012177e+01
450,1421352173.913043,-9.930420685e+01
451,1421356521.739130,-9.917480469e+01
452,1421360869.565217,-9.925897980e+01
453,1421365217.391304,-9.945975494e+01
454,1421369565.217391,-9.929714203e+01
455,1421373913.043478,-9.916201019e+01
456,1421378260.869565,-9.944485474e+01
457,1421382608.695652,-9.930134583e+01
458,1421386956.521739,-9.926962280e+01
459,1421391304.347826,-9.933792877e+01
460,1421395652.173913,-9.934242249e+01
461,1421400000.000000,-9.929553223e+01
